year,level_1,level_2,level_3,level_4,value
2015,Total,25 - 29,Yishun- Total,Lower Seletar,300
2015,Total,25 - 29,Yishun- Total,Nee Soon,60
2015,Total,25 - 29,Yishun- Total,Northland,2490
2015,Total,25 - 29,Yishun- Total,Springleaf,290
2015,Total,25 - 29,Yishun- Total,Yishun Central,120
2015,Total,25 - 29,Yishun- Total,Yishun East,5010
2015,Total,25 - 29,Yishun- Total,Yishun South,3290
2015,Total,25 - 29,Yishun- Total,Yishun West,4550
2015,Total,30 - 34,Ang Mo Kio- Total,Ang Mo Kio Town Centre,370
2015,Total,30 - 34,Ang Mo Kio- Total,Cheng San,2490
2015,Total,30 - 34,Ang Mo Kio- Total,Chong Boon,1980
2015,Total,30 - 34,Ang Mo Kio- Total,Kebun Bahru,1570
2015,Total,30 - 34,Ang Mo Kio- Total,Sembawang Hills,310
2015,Total,30 - 34,Ang Mo Kio- Total,Shangri-La,1290
2015,Total,30 - 34,Ang Mo Kio- Total,Tagore,420
2015,Total,30 - 34,Ang Mo Kio- Total,Townsville,1750
2015,Total,30 - 34,Ang Mo Kio- Total,Yio Chu Kang East,240
2015,Total,30 - 34,Ang Mo Kio- Total,Yio Chu Kang West,1830
2015,Total,30 - 34,Bedok- Total,Bayshore,490
2015,Total,30 - 34,Bedok- Total,Bedok North,5850
2015,Total,30 - 34,Bedok- Total,Bedok Reservoir,1880
2015,Total,30 - 34,Bedok- Total,Bedok South,3200
2015,Total,30 - 34,Bedok- Total,Frankel,2000
2015,Total,30 - 34,Bedok- Total,Kaki Bukit,2790
2015,Total,30 - 34,Bedok- Total,Kembangan,2710
2015,Total,30 - 34,Bedok- Total,Siglap,350
2015,Total,30 - 34,Bishan- Total,Bishan East,1990
2015,Total,30 - 34,Bishan- Total,Marymount,2060
2015,Total,30 - 34,Bishan- Total,Upper Thomson,1670
2015,Total,30 - 34,Bukit Batok- Total,Bukit Batok Central,1860
2015,Total,30 - 34,Bukit Batok- Total,Bukit Batok East,1100
2015,Total,30 - 34,Bukit Batok- Total,Bukit Batok South,980
2015,Total,30 - 34,Bukit Batok- Total,Bukit Batok West,1110
2015,Total,30 - 34,Bukit Batok- Total,Gombak,850
2015,Total,30 - 34,Bukit Batok- Total,Guilin,960
2015,Total,30 - 34,Bukit Batok- Total,Hillview,870
2015,Total,30 - 34,Bukit Batok- Total,Hong Kah North,2030
2015,Total,30 - 34,Bukit Merah- Total,Alexandra Hill,980
2015,Total,30 - 34,Bukit Merah- Total,Alexandra North,80
2015,Total,30 - 34,Bukit Merah- Total,Bukit Ho Swee,1300
2015,Total,30 - 34,Bukit Merah- Total,Bukit Merah,70
2015,Total,30 - 34,Bukit Merah- Total,Depot Road,380
2015,Total,30 - 34,Bukit Merah- Total,Everton Park,670
2015,Total,30 - 34,Bukit Merah- Total,Henderson Hill,770
2015,Total,30 - 34,Bukit Merah- Total,Kampong Tiong Bahru,660
2015,Total,30 - 34,Bukit Merah- Total,Maritime Square,210
2015,Total,30 - 34,Bukit Merah- Total,Redhill,840
2015,Total,30 - 34,Bukit Merah- Total,Telok Blangah Drive,1140
2015,Total,30 - 34,Bukit Merah- Total,Telok Blangah Rise,880
2015,Total,30 - 34,Bukit Merah- Total,Telok Blangah Way,670
2015,Total,30 - 34,Bukit Merah- Total,Tiong Bahru,1100
2015,Total,30 - 34,Bukit Merah- Total,Tiong Bahru Station,1310
2015,Total,30 - 34,Bukit Panjang- Total,Bangkit,1430
2015,Total,30 - 34,Bukit Panjang- Total,Dairy Farm,290
2015,Total,30 - 34,Bukit Panjang- Total,Fajar,2320
2015,Total,30 - 34,Bukit Panjang- Total,Jelebu,2030
2015,Total,30 - 34,Bukit Panjang- Total,Nature Reserve,220
2015,Total,30 - 34,Bukit Panjang- Total,Saujana,2380
2015,Total,30 - 34,Bukit Panjang- Total,Senja,2020
2015,Total,30 - 34,Bukit Timah- Total,Anak Bukit,1160
2015,Total,30 - 34,Bukit Timah- Total,Coronation Road,290
2015,Total,30 - 34,Bukit Timah- Total,Farrer Court,290
2015,Total,30 - 34,Bukit Timah- Total,Hillcrest,410
2015,Total,30 - 34,Bukit Timah- Total,Holland Road,450
2015,Total,30 - 34,Bukit Timah- Total,Leedon Park,360
2015,Total,30 - 34,Bukit Timah- Total,Swiss Club,300
2015,Total,30 - 34,Bukit Timah- Total,Ulu Pandan,520
2015,Total,30 - 34,Changi- Total,Changi Point,30
2015,Total,30 - 34,Changi- Total,Changi West,140
2015,Total,30 - 34,Choa Chu Kang- Total,Choa Chu Kang Central,1300
2015,Total,30 - 34,Choa Chu Kang- Total,Choa Chu Kang North,1870
2015,Total,30 - 34,Choa Chu Kang- Total,Keat Hong,950
2015,Total,30 - 34,Choa Chu Kang- Total,Peng Siang,2480
2015,Total,30 - 34,Choa Chu Kang- Total,Teck Whye,1790
2015,Total,30 - 34,Choa Chu Kang- Total,Yew Tee,3160
2015,Total,30 - 34,Clementi- Total,Clementi Central,1000
2015,Total,30 - 34,Clementi- Total,Clementi North,2130
2015,Total,30 - 34,Clementi- Total,Clementi West,1240
2015,Total,30 - 34,Clementi- Total,Clementi Woods,1340
2015,Total,30 - 34,Clementi- Total,Faber,200
2015,Total,30 - 34,Clementi- Total,Sunset Way,380
2015,Total,30 - 34,Clementi- Total,West Coast,350
2015,Total,30 - 34,Downtown Core- Total,Bugis,160
2015,Total,30 - 34,Downtown Core- Total,Cecil,30
2015,Total,30 - 34,Downtown Core- Total,Central Subzone,50
2015,Total,30 - 34,Downtown Core- Total,Tanjong Pagar,70
2015,Total,30 - 34,Geylang- Total,Aljunied,2920
2015,Total,30 - 34,Geylang- Total,Geylang East,2520
2015,Total,30 - 34,Geylang- Total,Kampong Ubi,1000
2015,Total,30 - 34,Geylang- Total,Macpherson,1730
2015,Total,30 - 34,Hougang- Total,Hougang Central,280
2015,Total,30 - 34,Hougang- Total,Hougang East,1880
2015,Total,30 - 34,Hougang- Total,Hougang West,3400
2015,Total,30 - 34,Hougang- Total,Kangkar,1830
2015,Total,30 - 34,Hougang- Total,Kovan,1580
2015,Total,30 - 34,Hougang- Total,Lorong Ah Soo,2290
2015,Total,30 - 34,Hougang- Total,Tai Seng,860
2015,Total,30 - 34,Hougang- Total,Trafalgar,2900
2015,Total,30 - 34,Jurong East- Total,Lakeside,90
2015,Total,30 - 34,Jurong East- Total,Teban Gardens,1540
2015,Total,30 - 34,Jurong East- Total,Toh Guan,1200
2015,Total,30 - 34,Jurong East- Total,Yuhua East,2080
2015,Total,30 - 34,Jurong East- Total,Yuhua West,1450
2015,Total,30 - 34,Jurong West- Total,Boon Lay Place,2830
2015,Total,30 - 34,Jurong West- Total,Hong Kah,4210
2015,Total,30 - 34,Jurong West- Total,Jurong West Central,6520
2015,Total,30 - 34,Jurong West- Total,Taman Jurong,3000
2015,Total,30 - 34,Jurong West- Total,Wenya,1030
2015,Total,30 - 34,Jurong West- Total,Yunnan,4950
2015,Total,30 - 34,Kallang- Total,Bendemeer,2820
2015,Total,30 - 34,Kallang- Total,Boon Keng,850
2015,Total,30 - 34,Kallang- Total,Crawford,510
2015,Total,30 - 34,Kallang- Total,Geylang Bahru,760
2015,Total,30 - 34,Kallang- Total,Kampong Bugis,80
2015,Total,30 - 34,Kallang- Total,Kampong Java,750
2015,Total,30 - 34,Kallang- Total,Lavender,740
2015,Total,30 - 34,Kallang- Total,Tanjong Rhu,740
2015,Total,30 - 34,Mandai- Total,Mandai Estate,150
2015,Total,30 - 34,Marine Parade- Total,Katong,620
2015,Total,30 - 34,Marine Parade- Total,Marine Parade,1630
2015,Total,30 - 34,Marine Parade- Total,Mountbatten,640
2015,Total,30 - 34,Museum- Total,Dhoby Ghaut,30
2015,Total,30 - 34,Museum- Total,Fort Canning,10
2015,Total,30 - 34,Newton- Total,Cairnhill,220
2015,Total,30 - 34,Newton- Total,Goodwood Park,50
2015,Total,30 - 34,Newton- Total,Monk's Hill,60
2015,Total,30 - 34,Newton- Total,Newton Circus,20
2015,Total,30 - 34,Newton- Total,Orange Grove,60
2015,Total,30 - 34,Novena- Total,Balestier,2190
2015,Total,30 - 34,Novena- Total,Dunearn,180
2015,Total,30 - 34,Novena- Total,Malcolm,110
2015,Total,30 - 34,Novena- Total,Moulmein,510
2015,Total,30 - 34,Novena- Total,Mount Pleasant,40
2015,Total,30 - 34,Orchard- Total,Boulevard,30
2015,Total,30 - 34,Orchard- Total,Somerset,10
2015,Total,30 - 34,Orchard- Total,Tanglin,20
2015,Total,30 - 34,Outram- Total,China Square,110
2015,Total,30 - 34,Outram- Total,Chinatown,1050
2015,Total,30 - 34,Outram- Total,Pearl's Hill,480
2015,Total,30 - 34,Outram- Total,People's Park,40
2015,Total,30 - 34,Pasir Ris- Total,Flora Drive,700
2015,Total,30 - 34,Pasir Ris- Total,Loyang East,110
2015,Total,30 - 34,Pasir Ris- Total,Pasir Ris Central,1820
2015,Total,30 - 34,Pasir Ris- Total,Pasir Ris Drive,3120
2015,Total,30 - 34,Pasir Ris- Total,Pasir Ris Park,190
2015,Total,30 - 34,Pasir Ris- Total,Pasir Ris West,2030
2015,Total,30 - 34,Punggol- Total,Matilda,6060
2015,Total,30 - 34,Punggol- Total,Northshore,10
2015,Total,30 - 34,Punggol- Total,Punggol Field,3390
2015,Total,30 - 34,Punggol- Total,Punggol Town Centre,1590
2015,Total,30 - 34,Punggol- Total,Waterway East,4650
2015,Total,30 - 34,Queenstown- Total,Commonwealth,590
2015,Total,30 - 34,Queenstown- Total,Dover,900
2015,Total,30 - 34,Queenstown- Total,Ghim Moh,850
2015,Total,30 - 34,Queenstown- Total,Holland Drive,890
2015,Total,30 - 34,Queenstown- Total,Kent Ridge,90
2015,Total,30 - 34,Queenstown- Total,Margaret Drive,1070
2015,Total,30 - 34,Queenstown- Total,Mei Chin,1080
2015,Total,30 - 34,Queenstown- Total,National University of S'pore,20
2015,Total,30 - 34,Queenstown- Total,One North,60
2015,Total,30 - 34,Queenstown- Total,Pasir Panjang 1,290
2015,Total,30 - 34,Queenstown- Total,Pasir Panjang 2,240
2015,Total,30 - 34,Queenstown- Total,Queensway,30
2015,Total,30 - 34,Queenstown- Total,Singapore Polytechnic,10
2015,Total,30 - 34,Queenstown- Total,Tanglin Halt,1000
2015,Total,30 - 34,River Valley- Total,Institution Hill,280
2015,Total,30 - 34,River Valley- Total,Leonie Hill,170
2015,Total,30 - 34,River Valley- Total,One Tree Hill,100
2015,Total,30 - 34,River Valley- Total,Oxley,80
2015,Total,30 - 34,River Valley- Total,Paterson,10
2015,Total,30 - 34,Rochor- Total,Bencoolen,100
2015,Total,30 - 34,Rochor- Total,Farrer Park,250
2015,Total,30 - 34,Rochor- Total,Kampong Glam,10
2015,Total,30 - 34,Rochor- Total,Little India,230
2015,Total,30 - 34,Rochor- Total,Mackenzie,20
2015,Total,30 - 34,Rochor- Total,Mount Emily,120
2015,Total,30 - 34,Rochor- Total,Selegie,20
2015,Total,30 - 34,Rochor- Total,Sungei Road,150
2015,Total,30 - 34,Rochor- Total,Victoria,150
2015,Total,30 - 34,Sembawang- Total,Admiralty,1310
2015,Total,30 - 34,Sembawang- Total,Sembawang Central,2300
2015,Total,30 - 34,Sembawang- Total,Sembawang North,2470
2015,Total,30 - 34,Sembawang- Total,Sembawang Springs,200
2015,Total,30 - 34,Sembawang- Total,Sembawang Straits,90
2015,Total,30 - 34,Sengkang- Total,Anchorvale,4020
2015,Total,30 - 34,Sengkang- Total,Compassvale,2500
2015,Total,30 - 34,Sengkang- Total,Fernvale,5470
2015,Total,30 - 34,Sengkang- Total,Rivervale,4430
2015,Total,30 - 34,Sengkang- Total,Sengkang Town Centre,4720
2015,Total,30 - 34,Serangoon- Total,Lorong Chuan,380
2015,Total,30 - 34,Serangoon- Total,Seletar Hills,720
2015,Total,30 - 34,Serangoon- Total,Serangoon Central,1870
2015,Total,30 - 34,Serangoon- Total,Serangoon Garden,2500
2015,Total,30 - 34,Serangoon- Total,Serangoon North,1090
2015,Total,30 - 34,Serangoon- Total,Upper Paya Lebar,960
2015,Total,30 - 34,Singapore River- Total,Boat Quay,20
2015,Total,30 - 34,Singapore River- Total,Clarke Quay,20
2015,Total,30 - 34,Singapore River- Total,Robertson Quay,240
2015,Total,30 - 34,Southern Islands- Total,Sentosa,60
2015,Total,30 - 34,Sungei Kadut- Total,Turf Club,40
2015,Total,30 - 34,Tampines- Total,Simei,3140
2015,Total,30 - 34,Tampines- Total,Tampines East,10030
2015,Total,30 - 34,Tampines- Total,Tampines West,5530
2015,Total,30 - 34,Tampines- Total,Xilin,110
2015,Total,30 - 34,Tanglin- Total,Chatsworth,460
2015,Total,30 - 34,Tanglin- Total,Nassim,410
2015,Total,30 - 34,Tanglin- Total,Ridout,100
2015,Total,30 - 34,Tanglin- Total,Tyersall,170
2015,Total,30 - 34,Toa Payoh- Total,Boon Teck,870
2015,Total,30 - 34,Toa Payoh- Total,Braddell,690
2015,Total,30 - 34,Toa Payoh- Total,Joo Seng,420
2015,Total,30 - 34,Toa Payoh- Total,Kim Keat,560
2015,Total,30 - 34,Toa Payoh- Total,Lorong 8 Toa Payoh,470
2015,Total,30 - 34,Toa Payoh- Total,Pei Chun,690
2015,Total,30 - 34,Toa Payoh- Total,Potong Pasir,910
2015,Total,30 - 34,Toa Payoh- Total,Sennett,260
2015,Total,30 - 34,Toa Payoh- Total,Toa Payoh Central,2520
2015,Total,30 - 34,Toa Payoh- Total,Toa Payoh West,890
2015,Total,30 - 34,Toa Payoh- Total,Woodleigh,180
2015,Total,30 - 34,Western Water Catchment- Total,Western Water Catchment,40
2015,Total,30 - 34,Woodlands- Total,Midview,2400
2015,Total,30 - 34,Woodlands- Total,North Coast,940
2015,Total,30 - 34,Woodlands- Total,Woodgrove,2320
2015,Total,30 - 34,Woodlands- Total,Woodlands East,7400
2015,Total,30 - 34,Woodlands- Total,Woodlands South,3070
2015,Total,30 - 34,Woodlands- Total,Woodlands West,2320
2015,Total,30 - 34,Yishun- Total,Khatib,780
2015,Total,30 - 34,Yishun- Total,Lower Seletar,340
2015,Total,30 - 34,Yishun- Total,Nee Soon,40
2015,Total,30 - 34,Yishun- Total,Northland,2220
2015,Total,30 - 34,Yishun- Total,Springleaf,190
2015,Total,30 - 34,Yishun- Total,Yishun Central,120
2015,Total,30 - 34,Yishun- Total,Yishun East,6470
2015,Total,30 - 34,Yishun- Total,Yishun South,2700
2015,Total,30 - 34,Yishun- Total,Yishun West,4200
2015,Total,35 - 39,Ang Mo Kio- Total,Ang Mo Kio Town Centre,420
2015,Total,35 - 39,Ang Mo Kio- Total,Cheng San,2490
2015,Total,35 - 39,Ang Mo Kio- Total,Chong Boon,2100
2015,Total,35 - 39,Ang Mo Kio- Total,Kebun Bahru,1730
2015,Total,35 - 39,Ang Mo Kio- Total,Sembawang Hills,320
2015,Total,35 - 39,Ang Mo Kio- Total,Shangri-La,1240
2015,Total,35 - 39,Ang Mo Kio- Total,Tagore,480
2015,Total,35 - 39,Ang Mo Kio- Total,Townsville,2070
2015,Total,35 - 39,Ang Mo Kio- Total,Yio Chu Kang East,230
2015,Total,35 - 39,Ang Mo Kio- Total,Yio Chu Kang West,1990
2015,Total,35 - 39,Bedok- Total,Bayshore,750
2015,Total,35 - 39,Bedok- Total,Bedok North,6260
2015,Total,35 - 39,Bedok- Total,Bedok Reservoir,2090
2015,Total,35 - 39,Bedok- Total,Bedok South,3370
2015,Total,35 - 39,Bedok- Total,Frankel,2710
2015,Total,35 - 39,Bedok- Total,Kaki Bukit,2670
2015,Total,35 - 39,Bedok- Total,Kembangan,2530
2015,Total,35 - 39,Bedok- Total,Siglap,480
2015,Total,35 - 39,Bishan- Total,Bishan East,2010
2015,Total,35 - 39,Bishan- Total,Marymount,2230
2015,Total,35 - 39,Bishan- Total,Upper Thomson,1760
2015,Total,35 - 39,Bukit Batok- Total,Bukit Batok Central,1840
2015,Total,35 - 39,Bukit Batok- Total,Bukit Batok East,1050
2015,Total,35 - 39,Bukit Batok- Total,Bukit Batok South,900
2015,Total,35 - 39,Bukit Batok- Total,Bukit Batok West,1140
2015,Total,35 - 39,Bukit Batok- Total,Gombak,990
2015,Total,35 - 39,Bukit Batok- Total,Guilin,1030
2015,Total,35 - 39,Bukit Batok- Total,Hillview,1030
2015,Total,35 - 39,Bukit Batok- Total,Hong Kah North,1960
2015,Total,35 - 39,Bukit Merah- Total,Alexandra Hill,960
2015,Total,35 - 39,Bukit Merah- Total,Alexandra North,130
2015,Total,35 - 39,Bukit Merah- Total,Bukit Ho Swee,1150
2015,Total,35 - 39,Bukit Merah- Total,Bukit Merah,80
2015,Total,35 - 39,Bukit Merah- Total,Depot Road,560
2015,Total,35 - 39,Bukit Merah- Total,Everton Park,760
2015,Total,35 - 39,Bukit Merah- Total,Henderson Hill,820
2015,Total,35 - 39,Bukit Merah- Total,Kampong Tiong Bahru,680
2015,Total,35 - 39,Bukit Merah- Total,Maritime Square,300
2015,Total,35 - 39,Bukit Merah- Total,Redhill,1310
2015,Total,35 - 39,Bukit Merah- Total,Telok Blangah Drive,1330
2015,Total,35 - 39,Bukit Merah- Total,Telok Blangah Rise,1040
2015,Total,35 - 39,Bukit Merah- Total,Telok Blangah Way,850
2015,Total,35 - 39,Bukit Merah- Total,Tiong Bahru,1310
2015,Total,35 - 39,Bukit Merah- Total,Tiong Bahru Station,1580
2015,Total,35 - 39,Bukit Panjang- Total,Bangkit,1440
2015,Total,35 - 39,Bukit Panjang- Total,Dairy Farm,340
2015,Total,35 - 39,Bukit Panjang- Total,Fajar,2110
2015,Total,35 - 39,Bukit Panjang- Total,Jelebu,2130
2015,Total,35 - 39,Bukit Panjang- Total,Nature Reserve,240
2015,Total,35 - 39,Bukit Panjang- Total,Saujana,1970
2015,Total,35 - 39,Bukit Panjang- Total,Senja,1780
2015,Total,35 - 39,Bukit Timah- Total,Anak Bukit,1300
2015,Total,35 - 39,Bukit Timah- Total,Coronation Road,430
2015,Total,35 - 39,Bukit Timah- Total,Farrer Court,390
2015,Total,35 - 39,Bukit Timah- Total,Hillcrest,600
2015,Total,35 - 39,Bukit Timah- Total,Holland Road,730
2015,Total,35 - 39,Bukit Timah- Total,Leedon Park,450
2015,Total,35 - 39,Bukit Timah- Total,Swiss Club,340
2015,Total,35 - 39,Bukit Timah- Total,Ulu Pandan,700
2015,Total,35 - 39,Changi- Total,Changi Point,50
2015,Total,35 - 39,Changi- Total,Changi West,190
2015,Total,35 - 39,Choa Chu Kang- Total,Choa Chu Kang Central,1490
2015,Total,35 - 39,Choa Chu Kang- Total,Choa Chu Kang North,1890
2015,Total,35 - 39,Choa Chu Kang- Total,Keat Hong,1010
2015,Total,35 - 39,Choa Chu Kang- Total,Peng Siang,2180
2015,Total,35 - 39,Choa Chu Kang- Total,Teck Whye,1560
2015,Total,35 - 39,Choa Chu Kang- Total,Yew Tee,3830
2015,Total,35 - 39,Clementi- Total,Clementi Central,1110
2015,Total,35 - 39,Clementi- Total,Clementi North,2310
2015,Total,35 - 39,Clementi- Total,Clementi West,1310
2015,Total,35 - 39,Clementi- Total,Clementi Woods,1310
2015,Total,35 - 39,Clementi- Total,Faber,310
2015,Total,35 - 39,Clementi- Total,Sunset Way,400
2015,Total,35 - 39,Clementi- Total,West Coast,560
2015,Total,35 - 39,Downtown Core- Total,Bugis,160
2015,Total,35 - 39,Downtown Core- Total,Cecil,30
2015,Total,35 - 39,Downtown Core- Total,Central Subzone,80
2015,Total,35 - 39,Downtown Core- Total,Tanjong Pagar,70
2015,Total,35 - 39,Geylang- Total,Aljunied,3240
2015,Total,35 - 39,Geylang- Total,Geylang East,2740
2015,Total,35 - 39,Geylang- Total,Kampong Ubi,930
2015,Total,35 - 39,Geylang- Total,Macpherson,1810
2015,Total,35 - 39,Hougang- Total,Hougang Central,270
2015,Total,35 - 39,Hougang- Total,Hougang East,1510
2015,Total,35 - 39,Hougang- Total,Hougang West,3060
2015,Total,35 - 39,Hougang- Total,Kangkar,1790
2015,Total,35 - 39,Hougang- Total,Kovan,1720
2015,Total,35 - 39,Hougang- Total,Lorong Ah Soo,2370
2015,Total,35 - 39,Hougang- Total,Tai Seng,910
2015,Total,35 - 39,Hougang- Total,Trafalgar,3220
2015,Total,35 - 39,Jurong East- Total,Lakeside,70
2015,Total,35 - 39,Jurong East- Total,Teban Gardens,1460
2015,Total,35 - 39,Jurong East- Total,Toh Guan,1140
2015,Total,35 - 39,Jurong East- Total,Yuhua East,2000
2015,Total,35 - 39,Jurong East- Total,Yuhua West,1400
2015,Total,35 - 39,Jurong West- Total,Boon Lay Place,2340
2015,Total,35 - 39,Jurong West- Total,Hong Kah,4320
2015,Total,35 - 39,Jurong West- Total,Jurong West Central,7430
2015,Total,35 - 39,Jurong West- Total,Taman Jurong,2860
2015,Total,35 - 39,Jurong West- Total,Wenya,1130
2015,Total,35 - 39,Jurong West- Total,Yunnan,5330
2015,Total,35 - 39,Kallang- Total,Bendemeer,2950
2015,Total,35 - 39,Kallang- Total,Boon Keng,860
2015,Total,35 - 39,Kallang- Total,Crawford,560
2015,Total,35 - 39,Kallang- Total,Geylang Bahru,950
2015,Total,35 - 39,Kallang- Total,Kampong Bugis,70
2015,Total,35 - 39,Kallang- Total,Kampong Java,930
2015,Total,35 - 39,Kallang- Total,Lavender,830
2015,Total,35 - 39,Kallang- Total,Tanjong Rhu,1100
2015,Total,35 - 39,Mandai- Total,Mandai Estate,170
2015,Total,35 - 39,Marine Parade- Total,Katong,830
2015,Total,35 - 39,Marine Parade- Total,Marine Parade,2230
2015,Total,35 - 39,Marine Parade- Total,Mountbatten,810
2015,Total,35 - 39,Museum- Total,Dhoby Ghaut,40
2015,Total,35 - 39,Museum- Total,Fort Canning,20
2015,Total,35 - 39,Newton- Total,Cairnhill,280
2015,Total,35 - 39,Newton- Total,Goodwood Park,90
2015,Total,35 - 39,Newton- Total,Monk's Hill,70
2015,Total,35 - 39,Newton- Total,Newton Circus,30
2015,Total,35 - 39,Newton- Total,Orange Grove,120
2015,Total,35 - 39,Novena- Total,Balestier,2680
2015,Total,35 - 39,Novena- Total,Dunearn,210
2015,Total,35 - 39,Novena- Total,Malcolm,170
2015,Total,35 - 39,Novena- Total,Moulmein,890
2015,Total,35 - 39,Novena- Total,Mount Pleasant,30
2015,Total,35 - 39,Orchard- Total,Boulevard,30
2015,Total,35 - 39,Orchard- Total,Somerset,10
2015,Total,35 - 39,Orchard- Total,Tanglin,40
2015,Total,35 - 39,Outram- Total,China Square,100
2015,Total,35 - 39,Outram- Total,Chinatown,1560
2015,Total,35 - 39,Outram- Total,Pearl's Hill,430
2015,Total,35 - 39,Outram- Total,People's Park,50
2015,Total,35 - 39,Pasir Ris- Total,Flora Drive,990
2015,Total,35 - 39,Pasir Ris- Total,Loyang East,130
2015,Total,35 - 39,Pasir Ris- Total,Pasir Ris Central,1690
2015,Total,35 - 39,Pasir Ris- Total,Pasir Ris Drive,3500
2015,Total,35 - 39,Pasir Ris- Total,Pasir Ris Park,340
2015,Total,35 - 39,Pasir Ris- Total,Pasir Ris West,2430
2015,Total,35 - 39,Punggol- Total,Matilda,3690
2015,Total,35 - 39,Punggol- Total,Northshore,20
2015,Total,35 - 39,Punggol- Total,Punggol Field,4920
2015,Total,35 - 39,Punggol- Total,Punggol Town Centre,1130
2015,Total,35 - 39,Punggol- Total,Waterway East,3650
2015,Total,35 - 39,Queenstown- Total,Commonwealth,560
2015,Total,35 - 39,Queenstown- Total,Dover,1010
2015,Total,35 - 39,Queenstown- Total,Ghim Moh,860
2015,Total,35 - 39,Queenstown- Total,Holland Drive,1130
2015,Total,35 - 39,Queenstown- Total,Kent Ridge,70
2015,Total,35 - 39,Queenstown- Total,Margaret Drive,1080
2015,Total,35 - 39,Queenstown- Total,Mei Chin,1090
2015,Total,35 - 39,Queenstown- Total,National University of S'pore,10
2015,Total,35 - 39,Queenstown- Total,One North,70
2015,Total,35 - 39,Queenstown- Total,Pasir Panjang 1,380
2015,Total,35 - 39,Queenstown- Total,Pasir Panjang 2,230
2015,Total,35 - 39,Queenstown- Total,Port,10
2015,Total,35 - 39,Queenstown- Total,Queensway,20
2015,Total,35 - 39,Queenstown- Total,Singapore Polytechnic,20
2015,Total,35 - 39,Queenstown- Total,Tanglin Halt,1110
2015,Total,35 - 39,River Valley- Total,Institution Hill,390
2015,Total,35 - 39,River Valley- Total,Leonie Hill,230
2015,Total,35 - 39,River Valley- Total,One Tree Hill,110
2015,Total,35 - 39,River Valley- Total,Oxley,120
2015,Total,35 - 39,River Valley- Total,Paterson,20
2015,Total,35 - 39,Rochor- Total,Bencoolen,110
2015,Total,35 - 39,Rochor- Total,Farrer Park,310
2015,Total,35 - 39,Rochor- Total,Kampong Glam,10
2015,Total,35 - 39,Rochor- Total,Little India,300
2015,Total,35 - 39,Rochor- Total,Mackenzie,20
2015,Total,35 - 39,Rochor- Total,Mount Emily,170
